DriverNumber,Team,FastestFPLap,MeanFPLaps,StdFPLaps,GP,FastestLapRace,Year,FasterThanTeammate
20,Haas F1 Team,81.271,90.07013157894738,10.916830299976107,Mexico City Grand Prix,80.153,2022,0.0
22,AlphaTauri,79.882,92.31104545454546,13.127199093614314,Mexico City Grand Prix,80.153,2022,1.0
23,Williams,79.917,92.80079411764704,13.036062899825263,Mexico City Grand Prix,80.153,2022,1.0
31,Alpine,79.96,93.13948780487804,14.027035218831493,Mexico City Grand Prix,80.153,2022,1.0
63,Mercedes,78.399,89.31928571428571,10.988900547902901,Mexico City Grand Prix,80.153,2022,1.0
1,Red Bull Racing,71.861,83.0387307692308,13.895316841289459,São Paulo Grand Prix,73.785,2022,0.0
3,McLaren,73.359,82.56144,12.266698653117716,São Paulo Grand Prix,73.785,2022,0.0
4,McLaren,72.955,84.63739583333334,14.509565860062201,São Paulo Grand Prix,73.785,2022,1.0
5,Aston Martin,72.157,84.15414705882355,12.884582615834168,São Paulo Grand Prix,73.785,2022,1.0
6,Williams,73.019,86.79884999999997,15.22717713697563,São Paulo Grand Prix,73.785,2022,0.0
10,AlphaTauri,72.467,85.5535593220339,14.5711449386365,São Paulo Grand Prix,73.785,2022,1.0
11,Red Bull Racing,71.853,82.5615593220339,14.464245333236029,São Paulo Grand Prix,73.785,2022,1.0
14,Alpine,72.554,83.81395833333336,13.57537522495286,São Paulo Grand Prix,73.785,2022,1.0
16,Ferrari,71.857,84.37148387096775,16.417248323266733,São Paulo Grand Prix,73.785,2022,1.0
18,Aston Martin,72.759,85.95323809523808,15.393367155105542,São Paulo Grand Prix,73.785,2022,0.0
20,Haas F1 Team,72.997,84.99364912280701,16.419875899151975,São Paulo Grand Prix,73.785,2022,0.0
22,AlphaTauri,73.347,86.38286440677966,14.580798265164058,São Paulo Grand Prix,73.785,2022,0.0
23,Williams,72.633,85.96069230769231,15.14780207150969,São Paulo Grand Prix,73.785,2022,1.0
24,Alfa Romeo,73.115,84.84870491803278,15.55551054364923,São Paulo Grand Prix,73.785,2022,0.0
31,Alpine,72.705,83.33265384615385,13.484417810490365,São Paulo Grand Prix,73.785,2022,0.0
44,Mercedes,72.04,84.6903137254902,18.365857702717786,São Paulo Grand Prix,73.785,2022,1.0
47,Haas F1 Team,72.314,83.93806557377047,13.36860008962628,São Paulo Grand Prix,73.785,2022,1.0
55,Ferrari,72.039,85.2125,16.734702564653468,São Paulo Grand Prix,73.785,2022,0.0
63,Mercedes,72.055,83.387875,13.869660598204089,São Paulo Grand Prix,73.785,2022,0.0
77,Alfa Romeo,72.466,85.91338983050848,15.901421345720445,São Paulo Grand Prix,73.785,2022,1.0
45,Williams,76.48,79.07126923076923,2.7710310988135287,São Paulo Grand Prix,73.785,2022,0.0
3,McLaren,85.95,104.03539534883721,17.63814334101291,Abu Dhabi Grand Prix,88.391,2022,0.0
5,Aston Martin,86.012,106.23443478260869,19.911330418341095,Abu Dhabi Grand Prix,88.391,2022,1.0
10,AlphaTauri,86.239,106.97943333333332,19.56854637368062,Abu Dhabi Grand Prix,88.391,2022,0.0
11,Red Bull Racing,84.982,110.06796153846155,23.524771561844812,Abu Dhabi Grand Prix,88.391,2022,1.0
16,Ferrari,85.571,102.53116666666672,19.86513939948852,Abu Dhabi Grand Prix,88.391,2022,1.0
20,Haas F1 Team,86.356,105.02936170212766,18.503938508219814,Abu Dhabi Grand Prix,88.391,2022,1.0
22,AlphaTauri,86.17,104.6964,18.64688605952541,Abu Dhabi Grand Prix,88.391,2022,1.0
23,Williams,86.051,104.54618032786888,16.83652282011936,Abu Dhabi Grand Prix,88.391,2022,1.0
28,McLaren,88.35,105.05784210526316,17.330838802742594,Abu Dhabi Grand Prix,88.391,2022,0.0
31,Alpine,86.038,104.81786885245899,19.97259532498436,Abu Dhabi Grand Prix,88.391,2022,1.0
34,Aston Martin,88.672,105.59447368421053,14.749770386681746,Abu Dhabi Grand Prix,88.391,2022,0.0
36,Red Bull Racing,87.201,109.37983333333334,20.896536643531253,Abu Dhabi Grand Prix,88.391,2022,0.0
39,Ferrari,87.429,107.92465,17.39711671017643,Abu Dhabi Grand Prix,88.391,2022,0.0
44,Mercedes,85.222,104.83271111111115,20.630480267606444,Abu Dhabi Grand Prix,88.391,2022,1.0
45,Williams,88.098,100.5176842105263,14.16297275906302,Abu Dhabi Grand Prix,88.391,2022,0.0
51,Haas F1 Team,88.204,102.48021739130435,13.523513766951064,Abu Dhabi Grand Prix,88.391,2022,0.0
63,Mercedes,85.395,101.87460655737708,17.564136808064777,Abu Dhabi Grand Prix,88.391,2022,0.0
77,Alfa Romeo,86.189,104.38820689655174,18.55799605780031,Abu Dhabi Grand Prix,88.391,2022,1.0
82,Alpine,88.484,107.78361904761903,18.779285572587156,Abu Dhabi Grand Prix,88.391,2022,0.0
88,Alfa Romeo,88.064,103.37106666666666,19.17658304796648,Abu Dhabi Grand Prix,88.391,2022,0.0
1,Red Bull Racing,85.134,102.65825000000002,19.562667931958348,Abu Dhabi Grand Prix,88.391,2022,0.0
4,McLaren,85.518,105.49086111111112,19.00391982102754,Abu Dhabi Grand Prix,88.391,2022,1.0
6,Williams,86.646,105.73862162162162,18.924258063719044,Abu Dhabi Grand Prix,88.391,2022,0.0
14,Alpine,86.043,105.28284999999997,17.719622297822827,Abu Dhabi Grand Prix,88.391,2022,0.0
18,Aston Martin,86.298,104.60442857142856,18.937799652374334,Abu Dhabi Grand Prix,88.391,2022,0.0
24,Alfa Romeo,86.479,106.62032499999998,20.029244428319682,Abu Dhabi Grand Prix,88.391,2022,0.0
47,Haas F1 Team,86.473,102.67247222222224,16.352226634800996,Abu Dhabi Grand Prix,88.391,2022,0.0
55,Ferrari,85.605,102.51266666666665,19.605365248011488,Abu Dhabi Grand Prix,88.391,2022,0.0
