DriverNumber,Team,FastestFPLap,MeanFPLaps,StdFPLaps,GP,FastestLapRace,Year,FasterThanTeammateRace,FasterThanTeammateFP
31,Alpine,89.953,90.7477857142857,0.5831994486783874,Saudi Arabian Grand Prix,91.906,2023,1.0,0.0
44,Mercedes,89.568,90.432875,0.4643224734761405,Saudi Arabian Grand Prix,91.906,2023,0.0,1.0
55,Ferrari,89.761,90.8095,0.5653231376832207,Saudi Arabian Grand Prix,91.906,2023,1.0,0.0
63,Mercedes,89.811,90.43618181818182,0.4527882945366628,Saudi Arabian Grand Prix,91.906,2023,1.0,0.0
77,Alfa Romeo,90.317,91.31185714285714,0.5574347953083038,Saudi Arabian Grand Prix,91.906,2023,0.0,0.0
81,McLaren,89.698,90.801625,0.6765119986925623,Saudi Arabian Grand Prix,91.906,2023,1.0,0.0
1,Red Bull Racing,77.565,78.70728571428572,0.7161599410917165,Australian Grand Prix,80.235,2023,1.0,1.0
2,Williams,78.947,79.77775000000001,0.7144105524836526,Australian Grand Prix,80.235,2023,1.0,0.0
4,McLaren,79.146,79.94371428571431,0.40774421754180257,Australian Grand Prix,80.235,2023,1.0,0.0
10,Alpine,78.094,78.96157142857145,0.6698837547649286,Australian Grand Prix,80.235,2023,1.0,0.0
11,Red Bull Racing,78.123,79.2224,0.6462202720435176,Australian Grand Prix,80.235,2023,0.0,0.0
14,Aston Martin,77.727,78.50285714285714,0.53224844590028,Australian Grand Prix,80.235,2023,1.0,1.0
16,Ferrari,78.691,79.5385,0.5292680322861009,Australian Grand Prix,80.235,2023,0.0,0.0
18,Aston Martin,78.198,78.8115,0.5487184311344672,Australian Grand Prix,80.235,2023,0.0,0.0
20,Haas F1 Team,79.056,79.9504,0.7746412330879386,Australian Grand Prix,80.235,2023,0.0,0.0
21,AlphaTauri,79.092,80.1418,0.6038469673683904,Australian Grand Prix,80.235,2023,0.0,0.0
22,AlphaTauri,78.901,80.0282,0.53953939615194,Australian Grand Prix,80.235,2023,1.0,1.0
23,Williams,78.553,79.49355555555556,0.7067671486912349,Australian Grand Prix,80.235,2023,0.0,1.0
24,Alfa Romeo,78.33,79.36566666666667,0.7639704764510823,Australian Grand Prix,80.235,2023,1.0,1.0
27,Haas F1 Team,78.41,79.5185,0.7381778805500304,Australian Grand Prix,80.235,2023,1.0,1.0
31,Alpine,77.938,78.85885714285715,0.7177308346590716,Australian Grand Prix,80.235,2023,0.0,1.0
44,Mercedes,78.138,79.197,0.6844494949308627,Australian Grand Prix,80.235,2023,1.0,0.0
55,Ferrari,78.127,79.193,0.613457052739273,Australian Grand Prix,80.235,2023,1.0,1.0
63,Mercedes,77.955,79.09257142857145,0.7238253256420477,Australian Grand Prix,80.235,2023,0.0,1.0
77,Alfa Romeo,78.809,79.93212500000001,0.6027282632953268,Australian Grand Prix,80.235,2023,0.0,0.0
81,McLaren,78.713,79.82681818181817,0.6893308769025497,Australian Grand Prix,80.235,2023,0.0,1.0
1,Red Bull Racing,102.315,103.009,0.5454919797760571,Azerbaijan Grand Prix,103.37,2023,0.0,1.0
10,Alpine,106.321,107.25233333333334,0.8031211337996036,Azerbaijan Grand Prix,103.37,2023,1.0,0.0
11,Red Bull Racing,102.454,102.95524999999999,0.6740479860514406,Azerbaijan Grand Prix,103.37,2023,1.0,0.0
14,Aston Martin,103.56,104.34833333333331,0.5708194888832088,Azerbaijan Grand Prix,103.37,2023,1.0,0.0
16,Ferrari,102.352,102.548,0.19599999999999795,Azerbaijan Grand Prix,103.37,2023,1.0,1.0
18,Aston Martin,103.455,104.05199999999998,0.48704072382775737,Azerbaijan Grand Prix,103.37,2023,0.0,1.0
2,Williams,104.9,106.10166666666667,0.8633880291554226,Azerbaijan Grand Prix,103.37,2023,0.0,0.0
20,Haas F1 Team,107.498,108.44900000000001,0.9510000000000005,Azerbaijan Grand Prix,103.37,2023,1.0,0.0
21,AlphaTauri,103.414,104.16,0.5161961836356403,Azerbaijan Grand Prix,103.37,2023,0.0,1.0
22,AlphaTauri,104.137,104.68150000000001,0.490451067895666,Azerbaijan Grand Prix,103.37,2023,1.0,0.0
23,Williams,103.628,104.52799999999999,0.801192361421399,Azerbaijan Grand Prix,103.37,2023,1.0,1.0
24,Alfa Romeo,103.748,104.27966666666667,0.4851132742864185,Azerbaijan Grand Prix,103.37,2023,0.0,1.0
27,Haas F1 Team,104.323,105.3055,0.7054418827940415,Azerbaijan Grand Prix,103.37,2023,0.0,1.0
31,Alpine,105.955,106.794,0.8389999999999986,Azerbaijan Grand Prix,103.37,2023,0.0,1.0
4,McLaren,103.125,103.592,0.46699999999999875,Azerbaijan Grand Prix,103.37,2023,1.0,1.0
44,Mercedes,103.798,105.06125,0.7666842162846439,Azerbaijan Grand Prix,103.37,2023,1.0,1.0
55,Ferrari,102.899,103.38099999999999,0.6048619677248648,Azerbaijan Grand Prix,103.37,2023,0.0,0.0
63,Mercedes,105.082,105.8505,0.7685000000000031,Azerbaijan Grand Prix,103.37,2023,0.0,0.0
77,Alfa Romeo,104.01,104.52499999999999,0.3641602211481431,Azerbaijan Grand Prix,103.37,2023,1.0,0.0
81,McLaren,103.98,104.7475,0.7294431095020342,Azerbaijan Grand Prix,103.37,2023,0.0,0.0
1,Red Bull Racing,87.535,88.16199999999999,0.6307251778706778,Miami Grand Prix,89.708,2023,1.0,1.0
10,Alpine,88.428,89.21888888888888,0.5569461263482535,Miami Grand Prix,89.708,2023,1.0,0.0
11,Red Bull Racing,88.05,88.85533333333332,0.5707410387674394,Miami Grand Prix,89.708,2023,0.0,0.0
14,Aston Martin,88.618,88.98177777777776,0.46168526503519564,Miami Grand Prix,89.708,2023,1.0,1.0
16,Ferrari,87.941,88.904375,0.5930632212294058,Miami Grand Prix,89.708,2023,0.0,1.0
18,Aston Martin,88.723,89.379875,0.6307478572099936,Miami Grand Prix,89.708,2023,0.0,0.0
2,Williams,89.264,90.04555555555557,0.4335899525053395,Miami Grand Prix,89.708,2023,0.0,0.0
20,Haas F1 Team,88.607,89.23614285714284,0.4538604028841049,Miami Grand Prix,89.708,2023,1.0,0.0
21,AlphaTauri,89.447,90.5526,0.6622422819482318,Miami Grand Prix,89.708,2023,0.0,0.0
22,AlphaTauri,89.179,90.18400000000001,0.6251163447266783,Miami Grand Prix,89.708,2023,1.0,1.0
23,Williams,88.561,89.44912500000001,0.5910457760402289,Miami Grand Prix,89.708,2023,1.0,1.0
24,Alfa Romeo,89.074,89.77028571428572,0.5623587350960025,Miami Grand Prix,89.708,2023,0.0,0.0
27,Haas F1 Team,88.497,89.16066666666666,0.6572725631138272,Miami Grand Prix,89.708,2023,0.0,1.0
31,Alpine,88.407,89.43109090909091,0.6043482521835895,Miami Grand Prix,89.708,2023,0.0,1.0
4,McLaren,88.741,89.55075,0.5424031595593805,Miami Grand Prix,89.708,2023,1.0,1.0
44,Mercedes,88.718,89.51066666666667,0.7184504931525275,Miami Grand Prix,89.708,2023,0.0,0.0
55,Ferrari,88.125,88.79433333333333,0.5312308558642115,Miami Grand Prix,89.708,2023,1.0,0.0
63,Mercedes,88.606,89.4716,0.4298925912364638,Miami Grand Prix,89.708,2023,1.0,1.0
77,Alfa Romeo,88.456,89.48875,0.550273965857008,Miami Grand Prix,89.708,2023,1.0,1.0
81,McLaren,89.339,89.834,0.4535719347578742,Miami Grand Prix,89.708,2023,0.0,0.0
1,Red Bull Racing,72.462,73.40892307692307,0.5920737300160753,Monaco Grand Prix,75.65,2023,1.0,1.0
2,Williams,73.851,74.8158,0.6283484383683935,Monaco Grand Prix,75.65,2023,0.0,1.0
4,McLaren,72.906,74.11120000000003,0.6814600208376111,Monaco Grand Prix,75.65,2023,1.0,1.0
10,Alpine,73.089,74.15327272727272,0.5865602489257469,Monaco Grand Prix,75.65,2023,0.0,1.0
11,Red Bull Racing,72.849,73.71315384615383,0.6082580229517776,Monaco Grand Prix,75.65,2023,0.0,0.0
14,Aston Martin,72.682,73.79988235294118,0.6424885334159165,Monaco Grand Prix,75.65,2023,1.0,1.0
16,Ferrari,72.527,73.50272727272726,0.631000229204553,Monaco Grand Prix,75.65,2023,1.0,1.0
18,Aston Martin,72.942,74.09183333333333,0.6267823696378925,Monaco Grand Prix,75.65,2023,0.0,0.0
20,Haas F1 Team,73.457,74.48100000000001,0.6603522475990317,Monaco Grand Prix,75.65,2023,0.0,1.0
21,AlphaTauri,73.663,74.65133333333333,0.6335517518105543,Monaco Grand Prix,75.65,2023,1.0,0.0
22,AlphaTauri,73.641,74.5409230769231,0.6014749130312219,Monaco Grand Prix,75.65,2023,0.0,1.0
23,Williams,73.93,74.6408,0.47024393669668824,Monaco Grand Prix,75.65,2023,1.0,0.0
24,Alfa Romeo,73.354,74.27455555555555,0.6142634453122808,Monaco Grand Prix,75.65,2023,0.0,0.0
27,Haas F1 Team,73.52,74.78575000000001,0.7576400998055296,Monaco Grand Prix,75.65,2023,1.0,0.0
31,Alpine,73.162,74.05835714285715,0.6062002977732752,Monaco Grand Prix,75.65,2023,1.0,0.0
44,Mercedes,72.96,73.79429999999999,0.6147646785559495,Monaco Grand Prix,75.65,2023,1.0,1.0
55,Ferrari,72.569,73.64853333333333,0.596299350624799,Monaco Grand Prix,75.65,2023,0.0,0.0
63,Mercedes,73.191,73.94554545454547,0.6014996960078388,Monaco Grand Prix,75.65,2023,0.0,0.0
77,Alfa Romeo,73.05,74.21008333333334,0.6575618422543169,Monaco Grand Prix,75.65,2023,1.0,1.0
81,McLaren,73.673,74.71435714285712,0.5739196816806397,Monaco Grand Prix,75.65,2023,0.0,0.0
1,Red Bull Racing,73.664,74.55999999999999,0.7206705211121108,Spanish Grand Prix,76.33,2023,1.0,1.0
2,Williams,75.415,76.566,0.6358993631070864,Spanish Grand Prix,76.33,2023,0.0,0.0
4,McLaren,74.681,75.48071428571428,0.724992948593435,Spanish Grand Prix,76.33,2023,0.0,0.0
10,Alpine,74.457,75.52983333333334,0.7131541246852319,Spanish Grand Prix,76.33,2023,0.0,0.0
11,Red Bull Racing,73.914,75.02516666666666,0.686674453839339,Spanish Grand Prix,76.33,2023,0.0,0.0
14,Aston Martin,74.077,75.02033333333333,0.7043911476508574,Spanish Grand Prix,76.33,2023,0.0,1.0
16,Ferrari,74.246,75.023,0.6124377519389231,Spanish Grand Prix,76.33,2023,0.0,0.0
18,Aston Martin,74.756,75.57775,0.5000749318852107,Spanish Grand Prix,76.33,2023,1.0,0.0
20,Haas F1 Team,74.713,75.762,0.618212544356714,Spanish Grand Prix,76.33,2023,0.0,0.0
21,AlphaTauri,74.693,75.52272727272727,0.6745843287009601,Spanish Grand Prix,76.33,2023,0.0,0.0
22,AlphaTauri,74.659,75.56912500000001,0.5937515131559645,Spanish Grand Prix,76.33,2023,1.0,1.0
23,Williams,75.056,76.17471428571427,0.6321183691786393,Spanish Grand Prix,76.33,2023,1.0,1.0
24,Alfa Romeo,74.585,75.603,0.7583716107555739,Spanish Grand Prix,76.33,2023,1.0,0.0
27,Haas F1 Team,74.177,75.11575,0.7021931269244932,Spanish Grand Prix,76.33,2023,1.0,1.0
31,Alpine,74.242,75.38371428571429,0.6250875856997283,Spanish Grand Prix,76.33,2023,1.0,1.0
44,Mercedes,74.072,74.95433333333334,0.7708706477454915,Spanish Grand Prix,76.33,2023,1.0,1.0
55,Ferrari,74.24,74.9522,0.6152743778185487,Spanish Grand Prix,76.33,2023,1.0,1.0
63,Mercedes,74.278,75.0565,0.7419615331448572,Spanish Grand Prix,76.33,2023,0.0,0.0
77,Alfa Romeo,74.36,74.8364,0.5996297524306133,Spanish Grand Prix,76.33,2023,0.0,1.0
81,McLaren,74.583,75.58533333333334,0.6296291677558224,Spanish Grand Prix,76.33,2023,1.0,1.0
1,Red Bull Racing,74.142,74.59225,0.48716340944286746,Canadian Grand Prix,74.481,2023,1.0,1.0
2,Williams,75.426,76.174,0.5176226424722932,Canadian Grand Prix,74.481,2023,0.0,0.0
4,McLaren,74.617,75.52924999999999,0.5705617297891609,Canadian Grand Prix,74.481,2023,0.0,0.0
11,Red Bull Racing,74.25,75.06533333333334,0.609713229495818,Canadian Grand Prix,74.481,2023,0.0,0.0
14,Aston Martin,74.044,74.66239999999999,0.6231364537563178,Canadian Grand Prix,74.481,2023,1.0,1.0
16,Ferrari,74.094,74.64675,0.5343769152012459,Canadian Grand Prix,74.481,2023,1.0,0.0
18,Aston Martin,74.419,75.25188888888889,0.6761614607382266,Canadian Grand Prix,74.481,2023,0.0,0.0
20,Haas F1 Team,74.544,75.57225,0.7470101655934822,Canadian Grand Prix,74.481,2023,0.0,1.0
21,AlphaTauri,75.002,75.86244444444445,0.5638755006620817,Canadian Grand Prix,74.481,2023,0.0,0.0
22,AlphaTauri,74.941,75.90299999999999,0.7098877174797217,Canadian Grand Prix,74.481,2023,1.0,1.0
23,Williams,75.003,75.52433333333333,0.4865952002320734,Canadian Grand Prix,74.481,2023,1.0,1.0
24,Alfa Romeo,74.811,75.69475,0.6263770330240392,Canadian Grand Prix,74.481,2023,0.0,0.0
27,Haas F1 Team,76.369,76.87733333333334,0.41235771956990286,Canadian Grand Prix,74.481,2023,1.0,0.0
55,Ferrari,73.844,74.60375,0.6300850637017215,Canadian Grand Prix,74.481,2023,0.0,1.0
77,Alfa Romeo,74.22,74.94825,0.5452551581599189,Canadian Grand Prix,74.481,2023,1.0,1.0
81,McLaren,74.533,75.4028,0.5043488475252015,Canadian Grand Prix,74.481,2023,1.0,1.0
10,Alpine,74.477,75.2328,0.4994642729965786,Canadian Grand Prix,74.481,2023,0.0,1.0
31,Alpine,75.092,75.69825,0.3902245347232825,Canadian Grand Prix,74.481,2023,1.0,0.0
44,Mercedes,73.718,74.037,0.3189999999999955,Canadian Grand Prix,74.481,2023,1.0,1.0
63,Mercedes,73.745,74.38433333333334,0.45430190646993823,Canadian Grand Prix,74.481,2023,0.0,0.0
1,Red Bull Racing,65.742,66.506,0.5264199844230809,Austrian Grand Prix,67.012,2023,1.0,1.0
2,Williams,67.018,67.63866666666667,0.4476489199758613,Austrian Grand Prix,67.012,2023,0.0,0.0
4,McLaren,67.368,68.66699999999999,0.6640117970839593,Austrian Grand Prix,67.012,2023,1.0,0.0
10,Alpine,67.287,67.91375,0.4112802420491395,Austrian Grand Prix,67.012,2023,1.0,0.0
11,Red Bull Racing,66.262,67.00333333333333,0.46060781100145803,Austrian Grand Prix,67.012,2023,0.0,0.0
14,Aston Martin,66.656,67.121,0.35690194731886493,Austrian Grand Prix,67.012,2023,1.0,0.0
16,Ferrari,66.012,66.8495,0.7422817861162978,Austrian Grand Prix,67.012,2023,1.0,0.0
18,Aston Martin,66.34,67.024,0.4443479974717351,Austrian Grand Prix,67.012,2023,0.0,1.0
20,Haas F1 Team,66.497,67.06575000000001,0.470058174591189,Austrian Grand Prix,67.012,2023,1.0,1.0
21,AlphaTauri,67.017,67.81225,0.6501480119941951,Austrian Grand Prix,67.012,2023,1.0,0.0
22,AlphaTauri,66.985,67.4384,0.3750629813777963,Austrian Grand Prix,67.012,2023,0.0,1.0
23,Williams,66.794,66.963,0.17735275582860296,Austrian Grand Prix,67.012,2023,1.0,1.0
24,Alfa Romeo,66.78,67.29283333333333,0.3435891037594507,Austrian Grand Prix,67.012,2023,1.0,1.0
27,Haas F1 Team,66.846,67.72475,0.6918216442841316,Austrian Grand Prix,67.012,2023,0.0,0.0
31,Alpine,67.202,67.64316666666667,0.3857941664785647,Austrian Grand Prix,67.012,2023,0.0,1.0
44,Mercedes,66.251,66.9684,0.7093215349895969,Austrian Grand Prix,67.012,2023,0.0,1.0
55,Ferrari,65.983,67.17866666666667,0.8503514306188688,Austrian Grand Prix,67.012,2023,0.0,1.0
63,Mercedes,66.696,67.75966666666666,0.6012261545283002,Austrian Grand Prix,67.012,2023,1.0,0.0
77,Alfa Romeo,66.847,67.52366666666667,0.5668661413616316,Austrian Grand Prix,67.012,2023,0.0,0.0
81,McLaren,66.809,67.62088888888889,0.6614746899406666,Austrian Grand Prix,67.012,2023,0.0,1.0
1,Red Bull Racing,88.078,88.86128571428571,0.5994294225787214,British Grand Prix,90.275,2023,1.0,1.0
2,Williams,88.151,89.39983333333333,0.7269920716364254,British Grand Prix,90.275,2023,0.0,0.0
4,McLaren,88.563,89.381375,0.4195250104284612,British Grand Prix,90.275,2023,1.0,1.0
10,Alpine,87.893,89.25085714285714,0.6188144029562697,British Grand Prix,90.275,2023,1.0,1.0
11,Red Bull Racing,88.342,89.38122222222222,0.5197458305701564,British Grand Prix,90.275,2023,0.0,0.0
14,Aston Martin,87.784,88.93466666666667,0.5249732268305558,British Grand Prix,90.275,2023,1.0,1.0
16,Ferrari,87.419,88.63699999999999,0.7697355390002493,British Grand Prix,90.275,2023,1.0,1.0
18,Aston Martin,88.62,89.49675,0.6631716878003758,British Grand Prix,90.275,2023,0.0,0.0
20,Haas F1 Team,89.207,90.03085714285713,0.6954113743618504,British Grand Prix,90.275,2023,0.0,0.0
21,AlphaTauri,88.504,89.60514285714285,0.5040956339458462,British Grand Prix,90.275,2023,0.0,0.0
22,AlphaTauri,88.337,89.55185714285714,0.6124602444407352,British Grand Prix,90.275,2023,1.0,1.0
23,Williams,87.592,88.5678,0.5714859228362504,British Grand Prix,90.275,2023,1.0,1.0
24,Alfa Romeo,89.225,90.311875,0.5868633651668845,British Grand Prix,90.275,2023,0.0,1.0
27,Haas F1 Team,88.88,90.11366666666667,0.8797387238392013,British Grand Prix,90.275,2023,1.0,1.0
31,Alpine,89.233,89.92918181818183,0.6248465729036358,British Grand Prix,90.275,2023,0.0,0.0
44,Mercedes,87.948,89.20683333333334,0.6246640208054981,British Grand Prix,90.275,2023,1.0,1.0
55,Ferrari,87.964,88.59733333333332,0.5738791007017265,British Grand Prix,90.275,2023,0.0,0.0
63,Mercedes,88.284,89.5567,0.6383765424888327,British Grand Prix,90.275,2023,0.0,0.0
77,Alfa Romeo,89.378,90.33606666666668,0.5778646285150948,British Grand Prix,90.275,2023,1.0,0.0
81,McLaren,88.926,89.99200000000002,0.6083257077147626,British Grand Prix,90.275,2023,0.0,0.0
1,Red Bull Racing,78.061,78.4298,0.2802594512233251,Hungarian Grand Prix,80.504,2023,1.0,1.0
2,Williams,78.814,79.31524999999999,0.5402762603520537,Hungarian Grand Prix,80.504,2023,0.0,0.0
3,AlphaTauri,78.385,79.42675,0.7153842935793335,Hungarian Grand Prix,80.504,2023,1.0,0.0
4,McLaren,77.701,78.63728571428571,0.5117141261864667,Hungarian Grand Prix,80.504,2023,1.0,1.0
10,Alpine,77.918,79.16577777777778,0.5231243272190587,Hungarian Grand Prix,80.504,2023,0.0,1.0
11,Red Bull Racing,78.067,78.63900000000001,0.438865203298996,Hungarian Grand Prix,80.504,2023,0.0,0.0
14,Aston Martin,78.105,79.05109999999999,0.5626063366155776,Hungarian Grand Prix,80.504,2023,1.0,1.0
16,Ferrari,77.686,78.7244,0.6848557804384776,Hungarian Grand Prix,80.504,2023,1.0,1.0
18,Aston Martin,78.319,79.3914,0.6318710627968336,Hungarian Grand Prix,80.504,2023,0.0,0.0
20,Haas F1 Team,78.504,79.380625,0.6817998125366405,Hungarian Grand Prix,80.504,2023,0.0,0.0
22,AlphaTauri,77.934,79.07428571428571,0.5857653636265028,Hungarian Grand Prix,80.504,2023,0.0,1.0
23,Williams,78.377,79.07757142857142,0.6224380306832303,Hungarian Grand Prix,80.504,2023,1.0,1.0
24,Alfa Romeo,78.108,79.09800000000001,0.6517064778973206,Hungarian Grand Prix,80.504,2023,0.0,0.0
27,Haas F1 Team,78.058,78.97733333333333,0.7345800765668007,Hungarian Grand Prix,80.504,2023,1.0,1.0
31,Alpine,78.045,79.22563636363637,0.49086403833671893,Hungarian Grand Prix,80.504,2023,1.0,0.0
44,Mercedes,77.811,78.97928571428572,0.5889340769040059,Hungarian Grand Prix,80.504,2023,1.0,1.0
55,Ferrari,78.182,78.7768,0.6950963674196557,Hungarian Grand Prix,80.504,2023,0.0,0.0
63,Mercedes,78.119,79.08928571428571,0.5432394142774352,Hungarian Grand Prix,80.504,2023,0.0,0.0
77,Alfa Romeo,78.085,78.8880909090909,0.513541085290157,Hungarian Grand Prix,80.504,2023,1.0,1.0
81,McLaren,78.598,79.16150000000002,0.5224150170123377,Hungarian Grand Prix,80.504,2023,0.0,0.0
2,Williams,136.417,136.417,0.0,Belgian Grand Prix,107.305,2023,0.0,0.0
3,AlphaTauri,129.319,129.319,0.0,Belgian Grand Prix,107.305,2023,0.0,0.0
4,McLaren,124.484,124.484,0.0,Belgian Grand Prix,107.305,2023,1.0,0.0
11,Red Bull Racing,128.24,128.24,0.0,Belgian Grand Prix,107.305,2023,0.0,
14,Aston Martin,130.283,130.283,0.0,Belgian Grand Prix,107.305,2023,1.0,1.0
16,Ferrari,128.148,128.148,0.0,Belgian Grand Prix,107.305,2023,1.0,0.0
18,Aston Martin,141.946,141.946,0.0,Belgian Grand Prix,107.305,2023,0.0,0.0
20,Haas F1 Team,129.229,129.229,0.0,Belgian Grand Prix,107.305,2023,1.0,1.0
22,AlphaTauri,129.067,129.5875,0.5204999999999984,Belgian Grand Prix,107.305,2023,1.0,1.0
23,Williams,128.394,128.394,0.0,Belgian Grand Prix,107.305,2023,1.0,1.0
24,Alfa Romeo,134.002,134.002,0.0,Belgian Grand Prix,107.305,2023,0.0,0.0
27,Haas F1 Team,130.042,130.042,0.0,Belgian Grand Prix,107.305,2023,0.0,0.0
31,Alpine,136.018,136.018,0.0,Belgian Grand Prix,107.305,2023,1.0,
44,Mercedes,130.299,130.299,0.0,Belgian Grand Prix,107.305,2023,1.0,1.0
55,Ferrari,123.207,123.207,0.0,Belgian Grand Prix,107.305,2023,0.0,1.0
63,Mercedes,130.475,130.475,0.0,Belgian Grand Prix,107.305,2023,0.0,0.0
77,Alfa Romeo,132.085,132.085,0.0,Belgian Grand Prix,107.305,2023,1.0,1.0
81,McLaren,123.792,123.792,0.0,Belgian Grand Prix,107.305,2023,0.0,1.0
1,Red Bull Racing,71.353,72.25414285714285,0.6998984474441259,Dutch Grand Prix,73.837,2023,1.0,1.0
2,Williams,71.934,72.7354,0.5407060569292714,Dutch Grand Prix,73.837,2023,0.0,0.0
3,AlphaTauri,72.99,73.720375,0.6455820895711106,Dutch Grand Prix,73.837,2023,,0.0
4,McLaren,71.33,72.29639999999999,0.7006507261110931,Dutch Grand Prix,73.837,2023,1.0,1.0
10,Alpine,71.766,72.78685714285714,0.5546088527889134,Dutch Grand Prix,73.837,2023,1.0,1.0
11,Red Bull Racing,71.817,72.31983333333334,0.3408154029513493,Dutch Grand Prix,73.837,2023,0.0,0.0
14,Aston Martin,71.863,72.733125,0.7583045953803805,Dutch Grand Prix,73.837,2023,1.0,0.0
16,Ferrari,71.915,73.15079999999999,0.6387226001951047,Dutch Grand Prix,73.837,2023,0.0,1.0
18,Aston Martin,71.835,72.472,0.6198818435798885,Dutch Grand Prix,73.837,2023,0.0,1.0
20,Haas F1 Team,72.404,73.03325,0.635665546887673,Dutch Grand Prix,73.837,2023,0.0,1.0
22,AlphaTauri,71.72,72.69099999999999,0.6414353695683873,Dutch Grand Prix,73.837,2023,0.0,1.0
23,Williams,71.599,72.30025,0.6045830691476546,Dutch Grand Prix,73.837,2023,1.0,1.0
24,Alfa Romeo,72.074,72.8232,0.7717925628042799,Dutch Grand Prix,73.837,2023,0.0,0.0
27,Haas F1 Team,72.693,73.6076,0.7089280922632419,Dutch Grand Prix,73.837,2023,1.0,0.0
31,Alpine,72.001,72.7432,0.5935747299203343,Dutch Grand Prix,73.837,2023,0.0,0.0
39,Ferrari,74.803,76.06311111111111,0.5997531796857871,Dutch Grand Prix,73.837,2023,,0.0
44,Mercedes,71.638,72.5975,0.8049160929355714,Dutch Grand Prix,73.837,2023,1.0,1.0
63,Mercedes,72.009,72.98425,0.5932829742205671,Dutch Grand Prix,73.837,2023,0.0,0.0
77,Alfa Romeo,71.857,72.76133333333333,0.7830708070723159,Dutch Grand Prix,73.837,2023,1.0,1.0
81,McLaren,72.658,73.67012500000001,0.7677317952091095,Dutch Grand Prix,73.837,2023,0.0,0.0
55,Ferrari,72.093,73.1002,0.8027618326751683,Dutch Grand Prix,73.837,2023,1.0,0.0
40,AlphaTauri,86.343,87.45975,0.8407001174616311,Dutch Grand Prix,73.837,2023,1.0,0.0
1,Red Bull Racing,80.998,82.08355555555556,0.5578661948514391,Italian Grand Prix,85.072,2023,1.0,1.0
2,Williams,82.38,83.12499999999999,0.46188999083804183,Italian Grand Prix,85.072,2023,0.0,0.0
4,McLaren,81.374,82.6996,0.4913166392460171,Italian Grand Prix,85.072,2023,1.0,1.0
10,Alpine,82.651,83.33346153846153,0.5192719185973639,Italian Grand Prix,85.072,2023,1.0,1.0
11,Red Bull Racing,81.54,82.6730909090909,0.53589847317726,Italian Grand Prix,85.072,2023,0.0,0.0
14,Aston Martin,81.711,82.70041666666665,0.6524873508778211,Italian Grand Prix,85.072,2023,1.0,1.0
16,Ferrari,81.486,82.40454545454546,0.6132467045660799,Italian Grand Prix,85.072,2023,0.0,0.0
20,Haas F1 Team,81.884,82.70174999999999,0.46252425612069303,Italian Grand Prix,85.072,2023,0.0,1.0
22,AlphaTauri,82.297,83.17599999999999,0.5306343687826248,Italian Grand Prix,85.072,2023,0.0,0.0
23,Williams,81.979,82.5428,0.6247016567930662,Italian Grand Prix,85.072,2023,1.0,1.0
24,Alfa Romeo,82.742,83.67992307692309,0.6215116140431582,Italian Grand Prix,85.072,2023,0.0,0.0
27,Haas F1 Team,81.985,82.3432,0.27999885714052525,Italian Grand Prix,85.072,2023,1.0,0.0
31,Alpine,82.716,83.64985714285714,0.6634080684662511,Italian Grand Prix,85.072,2023,0.0,0.0
34,Aston Martin,84.14,84.87166666666667,0.6188072756880307,Italian Grand Prix,85.072,2023,,0.0
40,AlphaTauri,82.296,83.33127272727273,0.45638342948746713,Italian Grand Prix,85.072,2023,1.0,1.0
44,Mercedes,81.453,82.49014285714286,0.6690247547355624,Italian Grand Prix,85.072,2023,0.0,1.0
55,Ferrari,80.912,81.974625,0.6629617141094943,Italian Grand Prix,85.072,2023,1.0,1.0
63,Mercedes,81.73,82.71109090909091,0.5822824142264257,Italian Grand Prix,85.072,2023,1.0,0.0
77,Alfa Romeo,82.511,83.40438461538461,0.591469166692508,Italian Grand Prix,85.072,2023,1.0,1.0
81,McLaren,81.545,82.69828571428572,0.6107355551851774,Italian Grand Prix,85.072,2023,0.0,0.0
18,Aston Martin,82.245,83.35657142857144,0.8396002207075971,Italian Grand Prix,85.072,2023,0.0,0.0
1,Red Bull Racing,92.378,93.20049999999999,0.6330691773679483,Singapore Grand Prix,95.867,2023,1.0,1.0
2,Williams,93.708,94.6845,0.5610969167621603,Singapore Grand Prix,95.867,2023,0.0,0.0
4,McLaren,92.303,93.24774999999998,0.6707972402298628,Singapore Grand Prix,95.867,2023,1.0,1.0
10,Alpine,93.351,94.51275000000003,0.6193298966086924,Singapore Grand Prix,95.867,2023,1.0,0.0
11,Red Bull Racing,92.784,93.60900000000001,0.5917577821433968,Singapore Grand Prix,95.867,2023,0.0,0.0
14,Aston Martin,92.478,93.51436363636365,0.5792241319569871,Singapore Grand Prix,95.867,2023,1.0,1.0
16,Ferrari,92.138,93.27588888888889,0.6183394329338738,Singapore Grand Prix,95.867,2023,0.0,0.0
18,Aston Martin,93.126,94.3551818181818,0.6015783510040013,Singapore Grand Prix,95.867,2023,0.0,0.0
20,Haas F1 Team,92.97,93.66714285714286,0.6560993889368189,Singapore Grand Prix,95.867,2023,1.0,0.0
22,AlphaTauri,92.945,93.71277777777779,0.5050042415174534,Singapore Grand Prix,95.867,2023,0.0,1.0
23,Williams,93.37,94.19175,0.5145980834593121,Singapore Grand Prix,95.867,2023,1.0,1.0
