DriverNumber,Team,FastestFPLap,MeanFPLaps,StdFPLaps,GP,FastestLapRace,Year,FasterThanTeammateRace,FasterThanTeammateFP
1,Red Bull Racing,90.851,91.1182,0.1523593121538686,Bahrain Grand Prix,92.608,2024,1.0,1.0
2,Williams,91.715,92.43322222222223,0.5017511064656499,Bahrain Grand Prix,92.608,2024,0.0,0.0
3,RB,91.449,92.33728571428571,0.6742057155933746,Bahrain Grand Prix,92.608,2024,1.0,1.0
4,McLaren,91.118,92.48316666666665,0.6219767993172184,Bahrain Grand Prix,92.608,2024,1.0,0.0
10,Alpine,91.951,92.665375,0.49211099802280567,Bahrain Grand Prix,92.608,2024,0.0,1.0
11,Red Bull Racing,91.115,91.34320000000001,0.17078571368823814,Bahrain Grand Prix,92.608,2024,0.0,0.0
14,Aston Martin,90.66,91.46016666666667,0.6545780871845772,Bahrain Grand Prix,92.608,2024,1.0,1.0
16,Ferrari,91.094,91.711,0.6308262439055633,Bahrain Grand Prix,92.608,2024,0.0,0.0
18,Aston Martin,90.891,91.81175,0.49837755517278054,Bahrain Grand Prix,92.608,2024,0.0,0.0
20,Haas F1 Team,91.671,92.24657142857143,0.5183418224472714,Bahrain Grand Prix,92.608,2024,1.0,0.0
22,RB,91.631,92.54444444444444,0.6325530475973462,Bahrain Grand Prix,92.608,2024,0.0,0.0
23,Williams,91.333,91.99685714285715,0.37206390717242255,Bahrain Grand Prix,92.608,2024,1.0,1.0
24,Kick Sauber,92.0,92.77599999999998,0.725494314243743,Bahrain Grand Prix,92.608,2024,1.0,1.0
27,Haas F1 Team,90.884,91.59375,0.5318319165864318,Bahrain Grand Prix,92.608,2024,0.0,1.0
31,Alpine,92.027,92.68442857142857,0.4680628337376625,Bahrain Grand Prix,92.608,2024,1.0,0.0
44,Mercedes,90.374,91.19120000000001,0.5637791766285789,Bahrain Grand Prix,92.608,2024,0.0,1.0
55,Ferrari,90.769,91.64266666666667,0.7083039993926016,Bahrain Grand Prix,92.608,2024,1.0,1.0
63,Mercedes,90.58,91.35300000000001,0.515302338438319,Bahrain Grand Prix,92.608,2024,1.0,0.0
77,Kick Sauber,92.001,92.92975000000001,0.6553688687805239,Bahrain Grand Prix,92.608,2024,0.0,0.0
81,McLaren,90.784,90.997,0.21299999999999386,Bahrain Grand Prix,92.608,2024,0.0,1.0
1,Red Bull Racing,88.412,89.31480000000002,0.5501675744716328,Saudi Arabian Grand Prix,91.632,2024,1.0,1.0
2,Williams,89.934,90.76928571428572,0.4958769185668441,Saudi Arabian Grand Prix,91.632,2024,0.0,0.0
3,RB,89.74,90.6967,0.5458564005303974,Saudi Arabian Grand Prix,91.632,2024,0.0,0.0
4,McLaren,88.971,89.91125,0.41023644097032574,Saudi Arabian Grand Prix,91.632,2024,0.0,1.0
10,Alpine,89.528,90.52983333333334,0.6183492585550281,Saudi Arabian Grand Prix,91.632,2024,0.0,1.0
11,Red Bull Racing,88.906,89.83090000000001,0.54624160405447,Saudi Arabian Grand Prix,91.632,2024,0.0,0.0
14,Aston Martin,88.827,89.7388888888889,0.5579172468395194,Saudi Arabian Grand Prix,91.632,2024,1.0,1.0
16,Ferrari,88.608,89.748625,0.6287304544675695,Saudi Arabian Grand Prix,91.632,2024,1.0,1.0
18,Aston Martin,89.127,90.29,0.5741994427026204,Saudi Arabian Grand Prix,91.632,2024,0.0,0.0
20,Haas F1 Team,89.485,90.34500000000001,0.6487364642133199,Saudi Arabian Grand Prix,91.632,2024,0.0,1.0
22,RB,89.572,90.84284615384617,0.5863068041896268,Saudi Arabian Grand Prix,91.632,2024,1.0,1.0
23,Williams,89.789,90.53990909090909,0.6472626914441584,Saudi Arabian Grand Prix,91.632,2024,1.0,1.0
24,Kick Sauber,89.777,90.97645454545456,0.6634506714055165,Saudi Arabian Grand Prix,91.632,2024,0.0,1.0
27,Haas F1 Team,89.675,90.27779999999998,0.5988904407318596,Saudi Arabian Grand Prix,91.632,2024,1.0,0.0
31,Alpine,89.575,90.59769230769231,0.5654323580051727,Saudi Arabian Grand Prix,91.632,2024,1.0,0.0
44,Mercedes,89.268,90.31244444444445,0.5637684928942437,Saudi Arabian Grand Prix,91.632,2024,0.0,0.0
55,Ferrari,89.455,90.11116666666668,0.48021398586694786,Saudi Arabian Grand Prix,91.632,2024,,0.0
63,Mercedes,88.964,89.90608333333331,0.5794733900035635,Saudi Arabian Grand Prix,91.632,2024,1.0,1.0
77,Kick Sauber,90.083,90.8921,0.5205909046458639,Saudi Arabian Grand Prix,91.632,2024,1.0,0.0
81,McLaren,89.213,90.175375,0.6037166010430738,Saudi Arabian Grand Prix,91.632,2024,1.0,0.0
38,Ferrari,89.306,90.28533333333333,0.8030460067075161,Saudi Arabian Grand Prix,91.632,2024,0.0,0.0
1,Red Bull Racing,76.734,77.76316666666666,0.6383421017674513,Australian Grand Prix,79.813,2024,0.0,1.0
2,Williams,78.578,79.593625,0.6631979224748786,Australian Grand Prix,79.813,2024,,0.0
3,RB,77.963,79.07799999999999,0.5051491116492235,Australian Grand Prix,79.813,2024,0.0,0.0
4,McLaren,77.49,78.25955555555556,0.42475538348850794,Australian Grand Prix,79.813,2024,1.0,0.0
10,Alpine,78.39,79.37426315789473,0.6283136027331427,Australian Grand Prix,79.813,2024,1.0,0.0
11,Red Bull Racing,77.014,78.08581818181818,0.6353996334708368,Australian Grand Prix,79.813,2024,1.0,0.0
14,Aston Martin,76.997,77.93109999999999,0.5095516558701405,Australian Grand Prix,79.813,2024,0.0,1.0
16,Ferrari,76.714,77.6236,0.6301552507120769,Australian Grand Prix,79.813,2024,0.0,1.0
18,Aston Martin,77.341,78.36693333333332,0.5804130100387331,Australian Grand Prix,79.813,2024,1.0,0.0
20,Haas F1 Team,77.961,78.95333333333335,0.7005892757767103,Australian Grand Prix,79.813,2024,0.0,0.0
22,RB,77.673,78.62241666666667,0.5363890780539398,Australian Grand Prix,79.813,2024,1.0,1.0
23,Williams,77.759,78.68612499999999,0.7369264613073675,Australian Grand Prix,79.813,2024,1.0,1.0
24,Kick Sauber,77.876,78.86355555555556,0.5844009489518301,Australian Grand Prix,79.813,2024,0.0,0.0
27,Haas F1 Team,77.941,78.78555555555555,0.6982949251348846,Australian Grand Prix,79.813,2024,1.0,1.0
31,Alpine,77.92,78.85716666666667,0.519670381641628,Australian Grand Prix,79.813,2024,0.0,1.0
44,Mercedes,76.806,77.78942857142856,0.7067300671084402,Australian Grand Prix,79.813,2024,0.0,1.0
55,Ferrari,76.791,77.6861111111111,0.6852773071204997,Australian Grand Prix,79.813,2024,1.0,0.0
63,Mercedes,76.886,77.98333333333333,0.680666340189279,Australian Grand Prix,79.813,2024,1.0,0.0
77,Kick Sauber,77.752,78.8675,0.67087647894378,Australian Grand Prix,79.813,2024,1.0,1.0
81,McLaren,77.087,78.16470000000001,0.6596139856006683,Australian Grand Prix,79.813,2024,0.0,1.0
1,Red Bull Racing,89.563,90.319,0.5731867060565844,Japanese Grand Prix,93.706,2024,1.0,1.0
10,Alpine,91.141,92.18787499999999,0.5767138453123858,Japanese Grand Prix,93.706,2024,0.0,0.0
11,Red Bull Racing,89.832,90.63571428571427,0.5844791855723764,Japanese Grand Prix,93.706,2024,0.0,0.0
14,Aston Martin,90.082,91.14533333333333,0.6149007146596027,Japanese Grand Prix,93.706,2024,1.0,1.0
16,Ferrari,90.383,91.15216666666667,0.7332992605720753,Japanese Grand Prix,93.706,2024,0.0,0.0
18,Aston Martin,91.342,91.99214285714285,0.5607034939816804,Japanese Grand Prix,93.706,2024,0.0,0.0
2,Williams,91.452,92.46379999999999,0.6856600907155068,Japanese Grand Prix,93.706,2024,1.0,0.0
20,Haas F1 Team,91.462,92.29166666666667,0.5181215001222074,Japanese Grand Prix,93.706,2024,0.0,0.0
22,RB,90.341,91.21066666666667,0.6169537169746927,Japanese Grand Prix,93.706,2024,1.0,1.0
23,Williams,90.533,91.6694,0.6866523428926722,Japanese Grand Prix,93.706,2024,0.0,1.0
24,Kick Sauber,91.067,92.23475,0.674819003511317,Japanese Grand Prix,93.706,2024,0.0,0.0
27,Haas F1 Team,91.139,91.7345,0.3458572682480453,Japanese Grand Prix,93.706,2024,1.0,1.0
31,Alpine,91.022,92.00666666666666,0.5024034456711248,Japanese Grand Prix,93.706,2024,1.0,1.0
4,McLaren,90.137,90.873,0.6282276657391025,Japanese Grand Prix,93.706,2024,1.0,1.0
40,RB,92.103,92.91033333333333,0.6989879986253196,Japanese Grand Prix,93.706,2024,,0.0
44,Mercedes,90.037,90.21499999999999,0.23221254631623064,Japanese Grand Prix,93.706,2024,0.0,0.0
55,Ferrari,90.171,91.12962499999999,0.6411103527279819,Japanese Grand Prix,93.706,2024,1.0,1.0
63,Mercedes,89.918,90.75766666666668,0.7949995108314347,Japanese Grand Prix,93.706,2024,1.0,1.0
77,Kick Sauber,90.546,91.53814285714286,0.6977800366819304,Japanese Grand Prix,93.706,2024,1.0,1.0
81,McLaren,90.226,90.58366666666667,0.4146889061560384,Japanese Grand Prix,93.706,2024,0.0,0.0
3,RB,90.682,91.29025000000001,0.5491203761471609,Japanese Grand Prix,93.706,2024,0.0,0.0
1,Red Bull Racing,96.66,97.28166666666665,0.8601481784488618,Chinese Grand Prix,97.81,2024,1.0,1.0
2,Williams,98.286,98.3015,0.01549999999999585,Chinese Grand Prix,97.81,2024,0.0,0.0
3,RB,97.238,97.803,0.5649999999999977,Chinese Grand Prix,97.81,2024,1.0,1.0
4,McLaren,98.63,99.18933333333332,0.4813427976908905,Chinese Grand Prix,97.81,2024,1.0,0.0
10,Alpine,99.276,99.94166666666668,0.5750097583713033,Chinese Grand Prix,97.81,2024,0.0,0.0
11,Red Bull Racing,96.69,97.47133333333333,0.7972775900246779,Chinese Grand Prix,97.81,2024,0.0,0.0
14,Aston Martin,98.936,99.19533333333334,0.23654362999008638,Chinese Grand Prix,97.81,2024,1.0,0.0
16,Ferrari,98.09,98.55375000000001,0.49189855407390515,Chinese Grand Prix,97.81,2024,1.0,1.0
18,Aston Martin,96.302,96.302,0.0,Chinese Grand Prix,97.81,2024,0.0,1.0
20,Haas F1 Team,97.118,97.5445,0.4265000000000043,Chinese Grand Prix,97.81,2024,0.0,0.0
22,RB,98.006,98.2285,0.2224999999999966,Chinese Grand Prix,97.81,2024,0.0,0.0
23,Williams,97.229,97.229,0.0,Chinese Grand Prix,97.81,2024,1.0,1.0
24,Kick Sauber,97.626,98.37233333333332,0.8406990477506702,Chinese Grand Prix,97.81,2024,1.0,0.0
27,Haas F1 Team,97.101,97.81933333333332,0.7655517980878576,Chinese Grand Prix,97.81,2024,1.0,1.0
31,Alpine,97.213,98.03699999999999,0.7536123008550243,Chinese Grand Prix,97.81,2024,1.0,1.0
44,Mercedes,98.839,99.55275,0.7440118866657953,Chinese Grand Prix,97.81,2024,0.0,0.0
55,Ferrari,98.284,98.95866666666666,0.8857303326759294,Chinese Grand Prix,97.81,2024,0.0,0.0
63,Mercedes,98.806,99.759,0.7638485888359482,Chinese Grand Prix,97.81,2024,1.0,1.0
77,Kick Sauber,97.53,97.545,0.015000000000000568,Chinese Grand Prix,97.81,2024,0.0,1.0
81,McLaren,96.629,96.629,0.0,Chinese Grand Prix,97.81,2024,0.0,1.0
1,Red Bull Racing,88.595,88.595,0.0,Miami Grand Prix,90.634,2024,1.0,1.0
2,Williams,89.891,90.51466666666666,0.706172940732097,Miami Grand Prix,90.634,2024,0.0,0.0
3,RB,89.178,90.1405,0.8061843771743531,Miami Grand Prix,90.634,2024,0.0,0.0
4,McLaren,89.495,90.5136,0.7494057912773291,Miami Grand Prix,90.634,2024,1.0,0.0
10,Alpine,89.175,90.1894,0.7930550043975507,Miami Grand Prix,90.634,2024,0.0,0.0
11,Red Bull Racing,88.868,89.25,0.382000000000005,Miami Grand Prix,90.634,2024,0.0,0.0
14,Aston Martin,90.023,90.77260000000001,0.4906903708042373,Miami Grand Prix,90.634,2024,1.0,0.0
16,Ferrari,92.099,92.099,0.0,Miami Grand Prix,90.634,2024,1.0,0.0
18,Aston Martin,88.817,89.63966666666666,0.7770655627994937,Miami Grand Prix,90.634,2024,0.0,1.0
20,Haas F1 Team,89.189,89.216,0.027000000000001023,Miami Grand Prix,90.634,2024,0.0,1.0
22,RB,89.056,89.57333333333334,0.6513193447832586,Miami Grand Prix,90.634,2024,1.0,1.0
23,Williams,89.393,90.019,0.7836542605001227,Miami Grand Prix,90.634,2024,1.0,1.0
24,Kick Sauber,89.445,90.40216666666667,0.6683373441276185,Miami Grand Prix,90.634,2024,1.0,1.0
27,Haas F1 Team,89.314,89.87966666666667,0.7795572817667451,Miami Grand Prix,90.634,2024,1.0,0.0
31,Alpine,89.163,90.0468,0.6629788533580872,Miami Grand Prix,90.634,2024,1.0,1.0
44,Mercedes,89.012,89.63466666666666,0.46601454436053164,Miami Grand Prix,90.634,2024,1.0,0.0
55,Ferrari,88.711,89.2606,0.4122555518122255,Miami Grand Prix,90.634,2024,0.0,1.0
63,Mercedes,88.784,89.362,0.5226375417055308,Miami Grand Prix,90.634,2024,0.0,1.0
77,Kick Sauber,89.636,90.09675,0.4732015294776644,Miami Grand Prix,90.634,2024,0.0,0.0
81,McLaren,88.7,89.71124999999999,0.6398442681621822,Miami Grand Prix,90.634,2024,0.0,1.0
1,Red Bull Racing,76.366,77.10988888888889,0.6422290080379676,Emilia Romagna Grand Prix,78.589,2024,1.0,1.0
2,Williams,76.794,77.61683333333333,0.7103195094853859,Emilia Romagna Grand Prix,78.589,2024,1.0,0.0
3,RB,76.56,77.53844444444445,0.5989136667725259,Emilia Romagna Grand Prix,78.589,2024,0.0,0.0
4,McLaren,75.829,76.70583333333333,0.5670577327064916,Emilia Romagna Grand Prix,78.589,2024,1.0,0.0
10,Alpine,77.064,78.01453333333332,0.5211022761629647,Emilia Romagna Grand Prix,78.589,2024,0.0,0.0
11,Red Bull Racing,76.552,77.4389,0.5302664330315476,Emilia Romagna Grand Prix,78.589,2024,0.0,0.0
14,Aston Martin,76.838,77.68712500000001,0.5969900412695376,Emilia Romagna Grand Prix,78.589,2024,0.0,0.0
16,Ferrari,75.906,76.74333333333333,0.5871648452994748,Emilia Romagna Grand Prix,78.589,2024,1.0,1.0
18,Aston Martin,76.543,77.66720000000001,0.5920597041965715,Emilia Romagna Grand Prix,78.589,2024,1.0,1.0
22,RB,76.286,77.2950909090909,0.5711762113943548,Emilia Romagna Grand Prix,78.589,2024,1.0,1.0
23,Williams,76.47,77.36157142857142,0.4991967425325447,Emilia Romagna Grand Prix,78.589,2024,0.0,1.0
24,Kick Sauber,77.606,78.54881818181819,0.6204569896721758,Emilia Romagna Grand Prix,78.589,2024,1.0,0.0
27,Haas F1 Team,76.547,77.351,0.5465763572326521,Emilia Romagna Grand Prix,78.589,2024,1.0,1.0
31,Alpine,76.481,77.53787499999999,0.6168588650372163,Emilia Romagna Grand Prix,78.589,2024,1.0,1.0
44,Mercedes,76.297,77.23700000000001,0.5923457221466674,Emilia Romagna Grand Prix,78.589,2024,1.0,0.0
50,Haas F1 Team,78.667,79.4736,0.7329075248624513,Emilia Romagna Grand Prix,78.589,2024,,0.0
55,Ferrari,76.067,76.80477777777777,0.5253157310455799,Emilia Romagna Grand Prix,78.589,2024,0.0,0.0
63,Mercedes,76.095,77.10091666666666,0.5001855419630686,Emilia Romagna Grand Prix,78.589,2024,0.0,1.0
77,Kick Sauber,76.695,77.544375,0.5681251925192217,Emilia Romagna Grand Prix,78.589,2024,0.0,1.0
81,McLaren,75.529,76.5252,0.7322975897816424,Emilia Romagna Grand Prix,78.589,2024,0.0,1.0
20,Haas F1 Team,76.923,77.2608,0.3120438430733697,Emilia Romagna Grand Prix,78.589,2024,0.0,0.0
1,Red Bull Racing,71.566,72.62533333333334,0.5900251595388869,Monaco Grand Prix,74.165,2024,1.0,1.0
2,Williams,72.703,73.42550000000001,0.594729280149099,Monaco Grand Prix,74.165,2024,0.0,0.0
3,RB,72.577,73.5573,0.6568856140912221,Monaco Grand Prix,74.165,2024,0.0,0.0
4,McLaren,71.953,73.00046666666667,0.6222172039480173,Monaco Grand Prix,74.165,2024,0.0,0.0
10,Alpine,72.144,73.09761538461538,0.5502600138482141,Monaco Grand Prix,74.165,2024,1.0,1.0
11,Red Bull Racing,71.923,72.82118181818181,0.6825316267306609,Monaco Grand Prix,74.165,2024,0.0,0.0
14,Aston Martin,71.753,72.51777777777778,0.5164706677220745,Monaco Grand Prix,74.165,2024,1.0,1.0
16,Ferrari,71.278,72.20417647058822,0.5864046219316824,Monaco Grand Prix,74.165,2024,1.0,1.0
18,Aston Martin,72.062,72.92622222222224,0.5431621975427854,Monaco Grand Prix,74.165,2024,0.0,0.0
20,Haas F1 Team,72.216,73.21088888888889,0.6722668029294527,Monaco Grand Prix,74.165,2024,0.0,0.0
22,RB,71.991,72.99788235294119,0.5157486713909426,Monaco Grand Prix,74.165,2024,1.0,1.0
23,Williams,72.18,73.2085294117647,0.6630681907658775,Monaco Grand Prix,74.165,2024,1.0,1.0
24,Kick Sauber,73.773,74.66057894736844,0.558706524581035,Monaco Grand Prix,74.165,2024,0.0,0.0
27,Haas F1 Team,72.192,73.11892307692308,0.5601786063443667,Monaco Grand Prix,74.165,2024,1.0,1.0
31,Alpine,72.472,73.33566666666668,0.5968824563234099,Monaco Grand Prix,74.165,2024,0.0,0.0
44,Mercedes,71.466,72.45608333333334,0.5616209365656615,Monaco Grand Prix,74.165,2024,0.0,1.0
55,Ferrari,71.962,72.74345,0.5793108384106079,Monaco Grand Prix,74.165,2024,0.0,0.0
63,Mercedes,71.968,72.84581250000001,0.6163341442300191,Monaco Grand Prix,74.165,2024,1.0,0.0
77,Kick Sauber,73.057,73.85,0.6374106272194615,Monaco Grand Prix,74.165,2024,1.0,1.0
81,McLaren,71.901,72.69986666666665,0.5030847333092984,Monaco Grand Prix,74.165,2024,1.0,1.0
1,Red Bull Racing,72.923,73.13133333333333,0.1536540124941602,Canadian Grand Prix,74.856,2024,1.0,1.0
2,Williams,73.663,74.40299999999999,0.668856636357898,Canadian Grand Prix,74.856,2024,0.0,1.0
3,RB,73.279,73.96399999999998,0.48123050609869,Canadian Grand Prix,74.856,2024,1.0,1.0
4,McLaren,73.293,74.08628571428572,0.6201598214022193,Canadian Grand Prix,74.856,2024,1.0,0.0
10,Alpine,73.737,74.468,0.6680355529461011,Canadian Grand Prix,74.856,2024,1.0,1.0
11,Red Bull Racing,73.342,73.501,0.15899999999999892,Canadian Grand Prix,74.856,2024,0.0,0.0
14,Aston Martin,73.34,74.1346,0.57850656003195,Canadian Grand Prix,74.856,2024,1.0,0.0
16,Ferrari,73.349,73.73616666666666,0.2475408496030923,Canadian Grand Prix,74.856,2024,0.0,1.0
18,Aston Martin,73.026,73.8928,0.8637289852725796,Canadian Grand Prix,74.856,2024,0.0,1.0
20,Haas F1 Team,73.439,74.00766666666665,0.7339574616798675,Canadian Grand Prix,74.856,2024,0.0,1.0
22,RB,73.716,74.41699999999999,0.583057744424455,Canadian Grand Prix,74.856,2024,0.0,0.0
23,Williams,73.88,74.98440000000001,0.8670016378300599,Canadian Grand Prix,74.856,2024,1.0,0.0
24,Kick Sauber,78.656,79.23533333333333,0.5437918310857105,Canadian Grand Prix,74.856,2024,0.0,0.0
27,Haas F1 Team,73.777,74.784,0.9499302605981116,Canadian Grand Prix,74.856,2024,1.0,0.0
44,Mercedes,72.549,73.178,0.4453784907244592,Canadian Grand Prix,74.856,2024,0.0,1.0
55,Ferrari,73.57,74.154,0.35442968272987824,Canadian Grand Prix,74.856,2024,1.0,0.0
61,Alpine,126.267,126.267,0.0,Canadian Grand Prix,74.856,2024,,0.0
63,Mercedes,72.957,73.64,0.5424172747986556,Canadian Grand Prix,74.856,2024,1.0,0.0
77,Kick Sauber,73.642,74.28966666666666,0.5040825549671636,Canadian Grand Prix,74.856,2024,1.0,1.0
81,McLaren,73.266,74.06414285714287,0.665237965708819,Canadian Grand Prix,74.856,2024,0.0,1.0
31,Alpine,74.075,74.87714285714287,0.6502784960683992,Canadian Grand Prix,74.856,2024,0.0,0.0
1,Red Bull Racing,73.087,74.08071428571428,0.5284537320700584,Spanish Grand Prix,77.115,2024,1.0,1.0
2,Williams,74.729,75.23183333333334,0.3246092094948757,Spanish Grand Prix,77.115,2024,0.0,0.0
3,RB,74.161,75.17033333333332,0.7250095784807865,Spanish Grand Prix,77.115,2024,1.0,1.0
4,McLaren,73.043,74.02157142857143,0.6927126506182275,Spanish Grand Prix,77.115,2024,1.0,1.0
10,Alpine,73.443,74.70477777777779,0.614819355181808,Spanish Grand Prix,77.115,2024,1.0,1.0
11,Red Bull Racing,73.723,74.877125,0.6291656056834322,Spanish Grand Prix,77.115,2024,0.0,0.0
14,Aston Martin,73.786,74.61885714285714,0.5033472043860644,Spanish Grand Prix,77.115,2024,1.0,1.0
16,Ferrari,73.05,73.781,0.5319154068082632,Spanish Grand Prix,77.115,2024,1.0,0.0
18,Aston Martin,74.254,75.2382222222222,0.5499573271885679,Spanish Grand Prix,77.115,2024,0.0,0.0
20,Haas F1 Team,74.021,75.04688888888889,0.6923078063733149,Spanish Grand Prix,77.115,2024,0.0,0.0
22,RB,74.211,75.43,0.6576273640900278,Spanish Grand Prix,77.115,2024,0.0,0.0
23,Williams,73.753,74.69216666666667,0.537702649136947,Spanish Grand Prix,77.115,2024,1.0,1.0
24,Kick Sauber,74.345,75.55269999999999,0.6662790781646979,Spanish Grand Prix,77.115,2024,1.0,0.0
31,Alpine,73.766,74.74433333333334,0.6265368659898977,Spanish Grand Prix,77.115,2024,0.0,0.0
44,Mercedes,73.264,74.16799999999999,0.638176394981132,Spanish Grand Prix,77.115,2024,1.0,0.0
50,Haas F1 Team,75.865,76.79499999999999,0.9299999999999997,Spanish Grand Prix,77.115,2024,,0.0
55,Ferrari,73.013,73.85783333333333,0.6405373828972718,Spanish Grand Prix,77.115,2024,0.0,1.0
63,Mercedes,73.164,73.98162500000001,0.5205244800919563,Spanish Grand Prix,77.115,2024,0.0,1.0
77,Kick Sauber,73.924,75.00412499999999,0.683500262893144,Spanish Grand Prix,77.115,2024,0.0,1.0
81,McLaren,73.622,74.54666666666667,0.6041944131559728,Spanish Grand Prix,77.115,2024,0.0,0.0
27,Haas F1 Team,73.975,74.64474999999999,0.7553788370744836,Spanish Grand Prix,77.115,2024,1.0,1.0
1,Red Bull Racing,65.685,66.72075,0.6732155579753031,Austrian Grand Prix,67.694,2024,1.0,1.0
2,Williams,67.259,67.68019999999999,0.3765535287313089,Austrian Grand Prix,67.694,2024,0.0,0.0
3,RB,66.962,67.9972,0.625372017282514,Austrian Grand Prix,67.694,2024,1.0,0.0
4,McLaren,66.88,67.39466666666667,0.4200629582442257,Austrian Grand Prix,67.694,2024,0.0,0.0
10,Alpine,66.734,67.83125,0.6058932971241722,Austrian Grand Prix,67.694,2024,1.0,0.0
11,Red Bull Racing,66.783,67.15533333333333,0.2648701988186307,Austrian Grand Prix,67.694,2024,0.0,0.0
14,Aston Martin,66.603,67.80116666666667,0.5917968166712491,Austrian Grand Prix,67.694,2024,0.0,0.0
16,Ferrari,66.055,66.912,0.6539963302649301,Austrian Grand Prix,67.694,2024,0.0,1.0
18,Aston Martin,66.384,67.541,0.6738223059531353,Austrian Grand Prix,67.694,2024,1.0,1.0
20,Haas F1 Team,67.145,67.408,0.35777786404415823,Austrian Grand Prix,67.694,2024,0.0,0.0
22,RB,66.579,67.46600000000001,0.5592883871492448,Austrian Grand Prix,67.694,2024,0.0,1.0
23,Williams,66.995,67.68800000000002,0.5981096889367349,Austrian Grand Prix,67.694,2024,1.0,1.0
24,Kick Sauber,66.919,67.8226,0.5539345087643472,Austrian Grand Prix,67.694,2024,0.0,1.0
27,Haas F1 Team,66.966,67.44299999999998,0.41919267646274644,Austrian Grand Prix,67.694,2024,1.0,1.0
31,Alpine,66.297,67.59585714285716,0.5831381675460622,Austrian Grand Prix,67.694,2024,0.0,1.0
44,Mercedes,66.254,66.88300000000001,0.6709265980716509,Austrian Grand Prix,67.694,2024,0.0,1.0
55,Ferrari,66.128,67.15728571428572,0.6450290612026089,Austrian Grand Prix,67.694,2024,1.0,0.0
63,Mercedes,66.386,67.11033333333334,0.6348933418737028,Austrian Grand Prix,67.694,2024,1.0,0.0
77,Kick Sauber,66.925,67.46749999999999,0.5055936279925484,Austrian Grand Prix,67.694,2024,1.0,0.0
81,McLaren,65.961,67.18483333333332,0.5579744368895595,Austrian Grand Prix,67.694,2024,1.0,1.0
1,Red Bull Racing,87.233,87.996,0.5749191247471266,British Grand Prix,88.293,2024,1.0,0.0
3,RB,87.916,88.92788888888889,0.499857189481699,British Grand Prix,88.293,2024,0.0,0.0
4,McLaren,86.549,87.5624,0.5582789983511789,British Grand Prix,88.293,2024,1.0,1.0
14,Aston Martin,87.372,88.35325,0.6883844765100406,British Grand Prix,88.293,2024,0.0,0.0
16,Ferrari,87.15,88.114625,0.580260488380002,British Grand Prix,88.293,2024,0.0,1.0
18,Aston Martin,87.274,88.252,0.6273926999894069,British Grand Prix,88.293,2024,1.0,1.0
22,RB,87.745,88.752,0.6005086732651465,British Grand Prix,88.293,2024,1.0,1.0
23,Williams,87.645,88.90314285714285,0.5946421321316921,British Grand Prix,88.293,2024,1.0,1.0
24,Kick Sauber,87.813,88.59628571428571,0.5281595306305837,British Grand Prix,88.293,2024,0.0,0.0
27,Haas F1 Team,86.99,87.91233333333334,0.6942604378441575,British Grand Prix,88.293,2024,1.0,1.0
31,Alpine,87.743,88.50500000000001,0.550650342776613,British Grand Prix,88.293,2024,1.0,0.0
37,Red Bull Racing,89.27,89.5865,0.3165000000000049,British Grand Prix,88.293,2024,,0.0
44,Mercedes,87.202,88.10877777777777,0.48842371809225354,British Grand Prix,88.293,2024,1.0,1.0
45,Williams,89.078,89.83099999999999,0.6500526901721145,British Grand Prix,88.293,2024,,0.0
50,Haas F1 Team,88.536,88.627,0.06515110641168419,British Grand Prix,88.293,2024,,0.0
55,Ferrari,87.249,88.22458333333331,0.4847197572366509,British Grand Prix,88.293,2024,1.0,0.0
61,Alpine,88.735,89.65875000000001,0.743494577989646,British Grand Prix,88.293,2024,,0.0
63,Mercedes,87.294,87.94775,0.45931300602095143,British Grand Prix,88.293,2024,0.0,0.0
77,Kick Sauber,87.381,88.32171428571428,0.6229090083255034,British Grand Prix,88.293,2024,1.0,1.0
81,McLaren,86.88,88.03485714285713,0.6075125933019083,British Grand Prix,88.293,2024,0.0,0.0
2,Williams,87.809,88.39466666666665,0.6884070178478913,British Grand Prix,88.293,2024,0.0,0.0
10,Alpine,87.732,88.79133333333334,0.5783864528919126,British Grand Prix,88.293,2024,0.0,1.0
11,Red Bull Racing,86.983,87.78025000000001,0.653796365468636,British Grand Prix,88.293,2024,0.0,1.0
20,Haas F1 Team,88.122,89.1608,0.5772325008174772,British Grand Prix,88.293,2024,0.0,0.0
1,Red Bull Racing,76.379,77.665,0.75513078337464,Hungarian Grand Prix,80.305,2024,1.0,1.0
2,Williams,77.168,77.8968,0.4598988584460709,Hungarian Grand Prix,80.305,2024,0.0,0.0
3,RB,76.652,77.59325,0.6495827025868197,Hungarian Grand Prix,80.305,2024,0.0,1.0
4,McLaren,76.098,76.87440000000001,0.6093250692364465,Hungarian Grand Prix,80.305,2024,0.0,1.0
10,Alpine,77.499,78.5566,0.5875115658436039,Hungarian Grand Prix,80.305,2024,0.0,1.0
11,Red Bull Racing,76.954,78.12766666666667,0.6999789679380065,Hungarian Grand Prix,80.305,2024,0.0,0.0
14,Aston Martin,77.001,77.9208,0.5133620165146621,Hungarian Grand Prix,80.305,2024,0.0,1.0
16,Ferrari,76.803,77.6488,0.5369269596509364,Hungarian Grand Prix,80.305,2024,1.0,0.0
