DriverNumber,Team,FastestFPLap,MeanFPLaps,StdFPLaps,DeltaBestFPLap,TrackTempAvgFP,AirTempAvgFP,RainAvgFP,GP,FastestLapRace,Year,TrackTempAvgRace,AirTempAvgRace,RainAvgRace,FasterThanTeammateRace,PointFinishRace,FasterThanTeammateFP
63,Mercedes,75.96,77.03233333333333,0.6320518614445769,-0.03899999999998727,41.343333333333334,25.840416666666666,0.0,Australian Grand Prix,82.167,2025,18.942134831460674,15.707865168539326,0.3258426966292135,1.0,1.0,1.0
81,McLaren,75.921,76.957,0.6243446341742842,0.0,41.343333333333334,25.840416666666666,0.0,Australian Grand Prix,82.167,2025,18.942134831460674,15.707865168539326,0.3258426966292135,0.0,1.0,1.0
87,Haas F1 Team,79.312,80.09266666666667,0.6681323887440956,-3.390999999999991,41.343333333333334,25.840416666666666,0.0,Australian Grand Prix,82.167,2025,18.942134831460674,15.707865168539326,0.3258426966292135,0.0,0.0,0.0
1,Red Bull Racing,93.284,93.6165,0.332499999999996,-1.7800000000000011,36.15243902439025,22.764634146341464,0.0,Chinese Grand Prix,95.069,2025,35.81688311688312,27.21558441558442,0.0,1.0,1.0,1.0
4,McLaren,91.504,92.34233333333334,0.7692863937153375,0.0,36.15243902439025,22.764634146341464,0.0,Chinese Grand Prix,95.069,2025,35.81688311688312,27.21558441558442,0.0,0.0,1.0,1.0
5,Kick Sauber,93.822,94.70675,0.7691798798070565,-2.317999999999998,36.15243902439025,22.764634146341464,0.0,Chinese Grand Prix,95.069,2025,35.81688311688312,27.21558441558442,0.0,1.0,0.0,0.0
6,Racing Bulls,93.385,94.38624999999999,0.6811546722294418,-1.8810000000000002,36.15243902439025,22.764634146341464,0.0,Chinese Grand Prix,95.069,2025,35.81688311688312,27.21558441558442,0.0,1.0,0.0,0.0
7,Alpine,93.923,94.365,0.3279306329088507,-2.418999999999997,36.15243902439025,22.764634146341464,0.0,Chinese Grand Prix,95.069,2025,35.81688311688312,27.21558441558442,0.0,1.0,0.0,0.0
10,Alpine,93.123,93.868,0.4599010763196765,-1.6189999999999998,36.15243902439025,22.764634146341464,0.0,Chinese Grand Prix,95.069,2025,35.81688311688312,27.21558441558442,0.0,0.0,0.0,1.0
12,Mercedes,92.874,93.42866666666667,0.5585160894927054,-1.3699999999999903,36.15243902439025,22.764634146341464,0.0,Chinese Grand Prix,95.069,2025,35.81688311688312,27.21558441558442,0.0,0.0,1.0,0.0
14,Aston Martin,92.766,93.67625000000001,0.5965217410120089,-1.2620000000000005,36.15243902439025,22.764634146341464,0.0,Chinese Grand Prix,95.069,2025,35.81688311688312,27.21558441558442,0.0,0.0,0.0,1.0
16,Ferrari,91.958,92.69239999999999,0.6631957780323985,-0.4539999999999935,36.15243902439025,22.764634146341464,0.0,Chinese Grand Prix,95.069,2025,35.81688311688312,27.21558441558442,0.0,1.0,0.0,1.0
18,Aston Martin,92.984,93.957,0.7876026917170874,-1.4799999999999898,36.15243902439025,22.764634146341464,0.0,Chinese Grand Prix,95.069,2025,35.81688311688312,27.21558441558442,0.0,1.0,1.0,0.0
22,Racing Bulls,92.934,93.605,0.5771695302653023,-1.4299999999999926,36.15243902439025,22.764634146341464,0.0,Chinese Grand Prix,95.069,2025,35.81688311688312,27.21558441558442,0.0,0.0,0.0,1.0
23,Williams,92.687,93.661,0.6782171481170309,-1.1829999999999927,36.15243902439025,22.764634146341464,0.0,Chinese Grand Prix,95.069,2025,35.81688311688312,27.21558441558442,0.0,1.0,1.0,1.0
27,Kick Sauber,92.507,93.67949999999999,0.7232262785601716,-1.0030000000000001,36.15243902439025,22.764634146341464,0.0,Chinese Grand Prix,95.069,2025,35.81688311688312,27.21558441558442,0.0,0.0,0.0,1.0
30,Red Bull Racing,93.631,93.9525,0.32150000000000034,-2.1269999999999953,36.15243902439025,22.764634146341464,0.0,Chinese Grand Prix,95.069,2025,35.81688311688312,27.21558441558442,0.0,0.0,0.0,0.0
31,Haas F1 Team,93.056,93.87780000000001,0.695002273377578,-1.5519999999999925,36.15243902439025,22.764634146341464,0.0,Chinese Grand Prix,95.069,2025,35.81688311688312,27.21558441558442,0.0,1.0,1.0,0.0
44,Ferrari,92.195,92.86333333333333,0.4730781002000559,-0.6909999999999883,36.15243902439025,22.764634146341464,0.0,Chinese Grand Prix,95.069,2025,35.81688311688312,27.21558441558442,0.0,0.0,0.0,0.0
55,Williams,93.145,93.9565,0.6648588196000741,-1.6409999999999911,36.15243902439025,22.764634146341464,0.0,Chinese Grand Prix,95.069,2025,35.81688311688312,27.21558441558442,0.0,0.0,1.0,0.0
63,Mercedes,92.377,92.85525,0.4099380288531421,-0.8729999999999905,36.15243902439025,22.764634146341464,0.0,Chinese Grand Prix,95.069,2025,35.81688311688312,27.21558441558442,0.0,1.0,1.0,1.0
81,McLaren,92.153,92.9305,0.4776458764956853,-0.6490000000000009,36.15243902439025,22.764634146341464,0.0,Chinese Grand Prix,95.069,2025,35.81688311688312,27.21558441558442,0.0,1.0,1.0,0.0
87,Haas F1 Team,92.967,93.58733333333333,0.5268879282056927,-1.4629999999999939,36.15243902439025,22.764634146341464,0.0,Chinese Grand Prix,95.069,2025,35.81688311688312,27.21558441558442,0.0,0.0,1.0,1.0
1,Red Bull Racing,88.497,89.21857142857144,0.636433108850268,-0.5319999999999965,35.721645021645024,13.799134199134198,0.0,Japanese Grand Prix,90.965,2025,20.514285714285716,14.429999999999998,0.0,1.0,1.0,1.0
